address,category,latitude,longitude,number_of_price,number_of_review,restaurant_name,score_of_review
"68 Greenpoint AveBrooklyn, NY 11222","Diners,American(New)",40.729517,-73.958227,3,31,Hail Mary,4
"29 W 36th StNew York, NY 10018","Bars,Mexican",40.750564,-73.98511,3,6,Habanero Blues,5
"34 Cooper SqNew York, NY 10003","Japanese,Barbeque",40.728255,-73.99146,3,1309,Gyu-Kaku Japanese BBQ,4
"67 Murray StNew York, NY 10007","Korean,Karaoke",40.714687,-74.010219,3,85,GunBae,4
"65 Kent AveBrooklyn, NY 11249","Breakfast&Brunch,Italian,WineBars",40.721912,-73.959599,3,8,Gran Sasso,5
"22 Warren StNew York, NY 10007",Italian,40.714322,-74.007766,3,162,Gran Morsi,4
"224 E 10th StNew York, NY 10003","American(New),WineBars,Vegetarian",40.729063,-73.985626,3,467,Graffiti Food & Wine Bar,4
"1578 1st AveNew York, NY 10028","Austrian,Desserts,WineBars",40.774277,-73.95091,3,28,GrÌÄåÎÌÄå__nauer Bistro,4
"27 E 21st StNew York, NY 10010","Italian,American(New)",40.73942,-73.988542,3,616,GiorgioÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs of Gramercy,4
"378 Myrtle AveBrooklyn, NY 11205","American(New),French",40.692981,-73.971079,3,52,Gentleman Farmer Fort Greene,4.5
"40 Rivington StNew York, NY 10002","American(New),French",40.721014,-73.991063,3,207,Gentleman Farmer,4
"335 BoweryNew York, NY 10003",Italian,40.726033,-73.991473,3,515,Gemma,3.5
"324 Lafayette StNew York, NY 10012","Mediterranean,Spanish,Bars",40.725531,-73.995194,3,739,Gato,4
"542 W 27th StNew York, NY 10001","CocktailBars,Restaurants",40.750887,-74.004124,3,462,Gallow Green,3.5
"22 Orchard StNew York, NY 10002","AsianFusion,Chinese",40.715341,-73.991397,3,156,Fung Tu,4
"32 W 37th StNew York, NY 10018","Steakhouses,American(New)",40.750829,-73.984917,3,113,Frankie & JohnnieÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Steak House,3.5
"1076 1st AveNew York, NY 10022",Steakhouses,40.759299,-73.962046,3,35,Four Cuts,4
"40 W 53rd StNew York, NY 10019","Brazilian,Steakhouses,Seafood",40.761085,-73.978067,3,567,Fogo de ChÌÄåÎÌÄå_ÌÄå´Ìâå£o Brazilian Steakhouse,4
"174 E 82nd StNew York, NY 10028","Seafood,Desserts,Belgian",40.776303,-73.956505,3,804,Flex Mussels,4
"154 W 13th StNew York, NY 10011",Seafood,40.737437,-73.999661,3,676,Flex Mussels,4
"90 The PromenadeEdgewater, NJ 07020","Steakhouses,WineBars",40.805911,-73.987519,3,317,FlemingÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Prime Steakhouse & Wine Bar,4
"37 W 26th StNew York, NY 10010","Lounges,Jazz&Blues,American(Traditional)",40.744601,-73.990435,3,500,Flatiron Room,4.5
"222 W 79th StNew York, NY 10024","Seafood,Mediterranean,Breakfast&Brunch",40.783312,-73.979466,3,372,FishTag,4
"10 E 52nd StNew York, NY 10022","Mediterranean,French,Italian",40.75929,-73.975653,3,848,Fig & Olive - Fifth Ave,3.5
"808 Lexington AveNew York, NY 10065","Italian,Mediterranean,French",40.764324,-73.966877,3,338,Fig & Olive,3.5
"420 W 13th StNew York, NY 10014","Mediterranean,French,Italian",40.740552,-74.007138,3,1093,Fig & Olive,3.5
"50 Commerce StNew York, NY 10014","LatinAmerican,WineBars,CocktailBars",40.731606,-74.005632,3,32,Fifty,4.5
"239 W 4th StNew York, NY 10014","American(New),French,Bars","40.73457,", -74.00306},3,278,Fedora,4
"102 3rd AveNew York, NY 10003","American(New),Breakfast&Brunch",40.732518,-73.988127,3,338,Feast,4
"436 Jefferson StBrooklyn, NY 11237",Italian,40.707385,-73.922818,3,129,Faro,4
"214 E 52nd StNew York, NY 10022",Italian,40.756604,-73.969195,3,106,Fabio Cucina Italiana,4
"905 1st AveNew York, NY 10022",Greek,40.754526,-73.966048,3,311,Ethos Gallery 51st,3
"47 E Houston StNew York, NY 10012","American(New),Breakfast&Brunch",40.724759,-73.994728,3,327,Estela,4
"222 Lafayette StNew York, NY 10012","Seafood,Bars,Soup",40.722076,-73.997608,3,761,EdÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Lobster Bar,4
"197 1st AveNew York, NY 10003",Italian,40.730212,-73.983724,3,131,East 12th Osteria,4
"233 W 49th StNew York, NY 10019","Steakhouses,American(New),CocktailBars",40.761398,-73.985606,3,225,E&E Grill House,4
"1396 3rd AveNew York, NY 10075",Italian,40.774714,-73.957345,3,46,Due,4
"65 2nd AveNew York, NY 10003","Pizza,Vegan,WineBars",40.726089,-73.989808,3,123,Double Zero,4
"309 East 83rd StNew York, NY 10028",Japanese,40.775724,-73.952431,3,111,Donguri Restaurant,4
"86 Allen StNew York, NY 10002","Vegetarian,Vegan",40.717941,-73.990753,3,308,Dirt Candy,4
"206 Avenue ANew York, NY 10009","American(New),Burgers,CocktailBars",40.729434,-73.980736,3,62,Dinnertable,4.5
"221 S 1st StBrooklyn, NY 11211","Seafood,Peruvian,CocktailBars",40.713046,-73.958968,3,134,Desnuda,4
"122 E 7th StNew York, NY 10009","Seafood,LatinAmerican,WineBars",40.726255," -73.9843},",3,356,Desnuda,4
"207 W 36th StNew York, NY 10018",Steakhouses,40.752617,-73.99016,3,242,DelmonicoÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Kitchen,3.5
"50 Rockefeller PlzNew York, NY 10020","Steakhouses,American(New),American(Traditional)",40.759543,-73.978324,3,456,Del FriscoÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Grille,4
"239 E 5th StNew York, NY 10003","French,American(New),Spanish",40.727066,-73.98929,3,593,Degustation,4
"529 Hudson StNew York, NY 10014","Chinese,Bars",40.734196,-74.006519,3,178,Decoy,4
"299 BoweryNew York, NY 10003",Gastropubs,40.724384,-73.992132,3,1309,DBGB Kitchen and Bar,3.5
"447 Lexington AveNew York, NY 10017","Steakhouses,Italian,Gluten-Free",40.753113, -73.97452},3,161,DavioÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Northern Italian Steakhouse,4
"23 Grand StNew York, NY 10013","American(New),Steakhouses",40.722782,-74.004923,3,1008,David Burke Kitchen,3.5
"47 W 38th StNew York, NY 10018",American(New),40.751941,-73.984918,3,369,David Burke Fabrick,4
"346 W 52nd StNew York, NY 10019",Korean,40.764001,-73.986873,3,688,Danji,4
"233 Clinton StHoboken, NJ 07030","LatinAmerican,BeerBar,CocktailBars",40.740673,-74.034537,3,302,Cucharamama,3.5
"945 2nd AveNew York, NY 10022",Seafood,40.755136,-73.968683,3,433,Crave Fishbar,4
"900 BroadwayNew York, NY 10003","American(New),Breakfast&Brunch,American(Traditional)",40.738848,-73.989511,3,789,Craftbar,3.5
"127 E 27th StNew York, NY 10016","American(New),Bars,Cafes",40.742255,-73.983448,3,106,Covina,4.5
"138 Orchard StNew York, NY 10002",American(New),40.719878,-73.989063,3,174,Contra,4
"249 Ctr StNew York, NY 10013","WineBars,French,American(New)",40.720515,-73.998165,3,64,Compagnie des Vins Surnaturels,4.5
"903 Madison AveNew York, NY 10021","Bars,Italian",40.772116,-73.965037,3,28,Come Prima Ristorante,4.5
"110 Thompson StNew York, NY 10012",French,40.725697,-74.001661,3,240,Cocotte,4
"700 5th AveNew York, NY 10019",American(New),40.76166,-73.975209,3,86,Clement,4
"24 5th AveNew York, NY 10011",French,40.733036,-73.996028,3,211,Claudette,4
"184 8th AveNew York, NY 10011","CocktailBars,Steakhouses",40.742974,-73.999854,3,24,Chuck and Blade,4
"609 9th AveNew York, NY 10036","LatinAmerican,Steakhouses,Argentine",40.759285,-73.992111,3,261,Chimichurri Grill,4
"890 2nd AveNew York, NY 10017",Italian,40.753225,-73.969352,3,48,Chazz Palminteri Ristorante Italiano,3.5
"5 King StNew York, NY 10012",Italian,40.727819,-74.002844,3,292,Charlie Bird,3.5
"65 E 54th StNew York, NY 10022",Italian,40.760053,-73.972737,3,97,Cellini Restaurant,4
"245 BoweryNew York, NY 10002","TapasBars,Tapas/SmallPlates,Spanish",40.722628,-73.992791,3,233,Cata Restaurant,4
"310 W 38th StNew York, NY 10018",Italian,40.754999,-73.992785,3,319,Casa Nonna,4
"40 E 20th StNew York, NY 10003","Mexican,Lounges",40.738444,-73.988611,3,15,Casa Neta,4.5
"52 Irving PlNew York, NY 10003","Spanish,TapasBars,Basque",40.735928,-73.987155,3,1030,Casa Mono,3.5
"62 W 9th StNew York, NY 10011",Italian,40.733814,-73.998742,3,38,Casa Apicii,4
"154 E 79th StNew York, NY 10075","Vegetarian,Vegan,Gluten-Free",40.774627,-73.958697,3,1027,Candle 79,4
"973 Lexington AveNew York, NY 10021",Italian,40.769339,-73.962699,3,39,Caffe dei Fiori,4.5
"58 MacDougal StNew York, NY 10012",LatinAmerican,40.727598,-74.002402,3,174,CÌÄåÎÌÄå__modo,4
"70 W 45th StNew York, NY 10036",American(New),40.756278,-73.98233,3,485,Butter Midtown,3.5
"226 W 79th StNew York, NY 10024","Australian,Bars",40.783361,-73.979579,3,266,Burke & Wills,4
"75 9th AveNew York, NY 10011","Chinese,AsianFusion",40.742227,-74.004706,3,3037,Buddakan,4
"201 W 95th StNew York, NY 10025","TapasBars,Spanish,WineBars",40.793571,-73.971058,3,352,Buceo 95,4
"25 W 40th StNew York, NY 10018","Bars,American(New)",40.753184,-73.982928,3,680,Bryant Park Grill,3.5
"20 West 64th StreetNew York, NY 10023",Mediterranean,40.771861,-73.981625,3,497,Boulud Sud,4
"1085 2nd AveNew York, NY 10022","WineBars,American(New),CocktailBars",40.759606,-73.965401,3,69,Bottle and Bine,4.5
"1331 2nd AveNew York, NY 10021",Italian,40.767805,-73.959367,3,65,Bottega Restaurant,3
"53 W 19th StNew York, NY 10011","Spanish,TapasBars,WineBars",40.740292,-73.99407,3,912,Boqueria,4
"57 Great Jones StNew York, NY 10012","American(Traditional),CocktailBars",40.726408,-73.992361,3,519,Bohemian Restaurant,4.5
"187 Orchard StNew York, NY 10002","AsianFusion,SushiBars,Breakfast&Brunch",40.722083,-73.988224,3,355,Blue Ribbon Sushi Izakaya,4
"308 W 58th StNew York, NY 10019","SushiBars,Japanese",40.767494,-73.983197,3,578,Blue Ribbon Sushi Bar & Grill,4
"97 Sullivan StNew York, NY 10012","Seafood,American(Traditional)",40.725456,-74.003027,3,777,Blue Ribbon Brasserie,4.5
"35 Downing StNew York, NY 10014","Bakeries,Breakfast&Brunch",40.729204,-74.003892,3,419,Blue Ribbon Bakery & Cafe,4
"283 W 12th StNew York, NY 10014",American(New),40.737713,-74.003997,3,126,Blenheim,3.5
"19 E 26th StNew York, NY 10010","American(New),Breakfast&Brunch",40.743316,-73.98699,3,153,Black Barn,4
"405 East 58th StNew York, NY 10022",French,40.758887,-73.961963,3,76,Bistro Vendome,4
"22 E 66th StNew York, NY 10065",French,40.767964,-73.968826,3,162,Bistro Chat Noir,4
"317 W 46th StNew York, NY 10036",Italian,40.760312,-73.988724,3,93,Bistecca Fiorentina,3.5
"315 West 44th StNew York, NY 10036","Jazz&Blues,Cajun/Creole,Cabaret",40.759194," -73.9898},",3,223,Birdland Jazz Club NYC,4
"57 E 54th StNew York, NY 10022","American(New),Salad,Sandwiches",40.760282,-73.972996,3,32,BillÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Townhouse,4.5
"64 Cooper SqNew York, NY 10003","CocktailBars,Seafood",40.729508,-73.991162,3,182,Bergen Hill,4.5
"754 5th AveNew York, NY 10019","American(New),TeaRooms",40.763506,-73.974209,3,245,Bergdorf Goodman Restaurant,4
"141 W 10th StNew York, NY 10014","American(New),Bars",40.734752,-74.000907,3,180,Bell Book & Candle,4
"118 E 40th StNew York, NY 10016","American(New),Desserts,Breakfast&Brunch",40.750189,-73.977584,3,30,Bedford,4
"355 W 46th StNew York, NY 10036",Italian,40.760805,-73.989822,3,2001,Becco,4
"255 Smith StBrooklyn, NY 11231",American(New),40.68312,-73.992658,3,268,Battersby,4
"502 Washington BlvdJersey City, NJ 07310","Italian,Seafood,Lounges",40.72545,-74.032557,3,333,Battello,3.5
"37 W 17th StNew York, NY 10011",Italian,40.738915,-73.994063,3,1106,Basta Pasta,4
"234 W 56th StNew York, NY 10019",Italian,40.765536,-73.982641,3,461,Basso56,4
"775 Washington StNew York, NY 10014","Italian,American(New)",40.73772,-74.008002,3,692,Barbuto,4
"250 Park Ave SNew York, NY 10003","Greek,Mediterranean,Breakfast&Brunch",40.738251,-73.988158,3,883,Barbounia,3.5
"20 E 76th StNew York, NY 10021","Cafes,CocktailBars",40.774462,-73.963914,3,63,Bar Pleiades,4.5
"611 Hudson StNew York, NY 10014",Mediterranean,40.737651,-74.005829,3,116,Bar Bolonat,4
"152 W 52nd StNew York, NY 10019","American(New),Bars",40.761776,-73.981705,3,1213,Bar Americain,3.5
"152 Stanton StNew York, NY 10002",Argentine,40.720622,-73.985383,3,133,Balvanera,4.5
"80 Spring StNew York, NY 10012","French,Breakfast&Brunch",40.72273,-73.99833,3,2344,Balthazar Restaurant,4
"214 Mulberry StNew York, NY 10012",Mediterranean,40.7222,-73.996017,3,502,Balaboosta,4
"136 Division StNew York, NY 10002",Italian,40.714531,-73.991563,3,336,Bacaro,4
"175 Ave BNew York, NY 10009","Indian,Pakistani",40.727477,-73.97919,3,303,Babu Ji,3.5
"224 W 51st StNew York, NY 10019",Italian,40.762313,-73.984889,3,143,Azalea Ristorante,4
"141 E 48th StNew York, NY 10017","Seafood,Greek,Mediterranean",40.755117,-73.972518,3,630,Avra Estiatorio,4
"10 Stuyvesant StNew York, NY 10003","Japanese,French,WineBars",40.729798,-73.98912,3,35,Autre Kyo Ya,4
"510 Broome StNew York, NY 10013","Italian,Breakfast&Brunch",40.723543,-74.003199,3,302,Aurora Soho,4
"1104 Washington StHoboken, NJ 07030",Italian,40.750248,-74.027326,3,188,AugustinoÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs,4
"791 Lexington AveNew York, NY 10065","American(Traditional),CocktailBars",40.763661,-73.966818,3,73,August,3.5
"43 E 28th StNew York, NY 10016","Korean,Tapas/SmallPlates,AsianFusion",40.743662,-73.984537,3,31,Atoboy,4
"1341 3rd AveNew York, NY 10075","Seafood,SushiBars",40.772458,-73.95833,3,468,Atlantic Grill,3.5
"415 Lafayette StNew York, NY 10003","Cuban,LatinAmerican,AsianFusion",40.728444,-73.992116,3,179,Asia de Cuba,4
"420 Park Ave SNew York, NY 10016","Italian,Breakfast&Brunch,CocktailBars",40.743899,-73.984124,3,298,Asellina,3.5
"160 E 46th StNew York, NY 10017","American(Traditional),Steakhouses",40.753359,-73.973241,3,156,AretskyÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Patroon,4
"170 E 81st StNew York, NY 10028",Italian,40.775695,-73.956924,3,89,Antonucci Cafe,4
"200 E 60th StNew York, NY 10022","Greek,Seafood,Mediterranean",40.762037,-73.966063,3,179,Anassa Taverna,3.5
"908 Washington StHoboken, NJ 07030","Breakfast&Brunch,American(New)",40.747638,-74.028121,3,415,AmandaÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Restaurant,4
"115 E 60th StNew York, NY 10022",Mediterranean,40.763437,-73.968511,3,264,Amali,4
"24 E 21st StNew York, NY 10010","Mediterranean,Armenian,MiddleEastern",40.739464,-73.988713,3,284,Almayass,4.5
"55 Irving PlNew York, NY 10003",Mediterranean,40.735802,-73.987451,3,91,Adalya,4
"180 W StBrooklyn, NY 11222","Seafood,CocktailBars","40.73317,", -73.95956},3,50,Achilles Heel,3.5
"213 E 45th StNew York, NY 10017","SushiBars,Tapas/SmallPlates,Izakaya",40.75253,-73.972248,3,602,Aburiya Kinnosuke,4
"35 E 18th StNew York, NY 10003","American(New),French",40.737779,-73.989589,3,2316,ABC Kitchen,4
"38 E 19th StNew York, NY 10003","LatinAmerican,Tapas/SmallPlates",40.737969,-73.98928,3,601,ABC Cocina,4
"622 10th AveNew York, NY 10036","American(New),Breakfast&Brunch,Bars",40.761019,-73.994204,3,645,44 & X HellÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Kitchen,3.5
"316 E 53rd StNew York, NY 10022","Steakhouses,WineBars,Seafood",40.756406,-73.966546,3,322,212 Steakhouse,4
"66 S 2nd StBrooklyn, NY 11249","Japanese,SushiBars",40.714257,-73.965457,3,345,1 or 8,4
"1066 1st AveNew York, NY 10022","Lounges,AsianFusion",40.759005,-73.962085,3,23,1066 Eno,3
"41 Madison AveNew York, NY 10010",Italian,40.742427,-73.986175,3,276,A Voce,3.5
"1 E BroadwayNew York, NY 10038",AsianFusion,40.713223,-73.997855,3,31,Accord Asian Cuisine,1.5
"9 Great Jones StNew York, NY 10012",American(New),40.727232,-73.994069,3,318,Acme,3.5
"10702 70th RdForest Hills, NY 11375","Steakhouses,American(New),Bars",40.639909,-73.986645,3,589,Aged Restaurant and Bar,2.5
"319 E 53rd StNew York, NY 10022","Mediterranean,Lebanese",40.756561,-73.966116,3,115,Al Bustan,3.5
"9831 Metropolitan AveForest Hills, NY 11375",Italian,40.711093,-73.853485,3,115,Alberto Restaurant,4
"246 E 44th StNew York, NY 10017","Spanish,Basque",40.751114,-73.971829,3,92,Alcala Restaurant,3.5
"151 W 51st StNew York, NY 10019","WineBars,French,American(New)",40.761346,-73.981144,3,116,Aldo Sohm Wine Bar,4
"7 E 54th StNew York, NY 10022","Italian,Venues&EventSpaces",40.760932,-73.974541,3,82,Alfredo 100,3
"26 E 64th StNew York, NY 10065","Italian,WineBars",40.766662,-73.969575,3,26,Altesi Ristorante,3.5
"250 Vesey StreetNew York, NY 10281","Diners,Tapas/SmallPlates,CocktailBars",40.71418,-74.015567,3,109,Amada,3.5
"21 E 62nd StNew York, NY 10021",Mediterranean,40.765821,-73.970277,3,63,Amaranth Restaurant,3
"209 E 56th StNew York, NY 10022",Italian,40.759401,-73.967074,3,44,Amata,4.5
"119 Nassau AveBrooklyn, NY 11222",Steakhouses,40.724464,-73.949018,3,206,Amber Steak House,4.5
"609 Fifth AveNew York, NY 10017","ToyStores,Cafes,Party&EventPlanning",40.757558,-73.977322,3,145,American Girl New York,3.5
"246 E 51st St.New York, NY 10022",Indian,40.755485,-73.968788,3,395,Amma,4
"52 Vanderbilt AveNew York, NY 10017","Greek,Seafood",40.754197,-73.977246,3,160,Ammos Estiatorio,3
"146 Mulberry StNew York, NY 10013",Italian,40.718931,-73.997479,3,325,AngeloåäÌİå»s,3.5
"115 Berry StBrooklyn, NY 11249",Italian,40.718798,-73.958584,3,250,Antica Pesa,3.5
"37 E 64th StNew York, NY 10065",American(New),40.766636,-73.968384,3,21,Arabelle,3
"717 5th AveNew York, NY 10022",Italian,40.761846,-73.974229,3,143,Armani Ristorante,4
"7316 Northern BlvdJackson Heights, NY 11372",Italian,40.754557,-73.893107,3,21,ArmondoåäÌİå»s Italian Restaurant,4
"141 W 38th StNew York, NY 10018","Italian,WineBars",40.753312,-73.987978,3,133,Arno Ristorante,3.5
"21 E 9th StNew York, NY 10003",Italian,40.732506,-73.994556,3,69,Arte Restaurant,3.5
"1617 York AveNew York, NY 10028",Italian,40.775478,-73.947847,3,41,ArturoåäÌİå»s,4
"102 North End AveNew York, NY 10282","Mediterranean,WineBars,American(New)",40.714995, -74.01521},3,57,Atrio Wine Bar & Restaurant,3.5
"50 Central Park SouthNew York, NY 10019",American(New),40.765386,-73.976074,3,24,Auden Bistro & Bar,4
"320 W 46th StNew York, NY 10036",American(Traditional),40.759967,-73.988917,3,205,B SmithåäÌİå»s,3
"15 Watts StNew York, NY 10013","Mediterranean,Turkish,DanceClubs",40.72334,-74.003548,3,18,Babylon Soho,3
"799 Abbott BlvdFort Lee, NJ 07024",Korean,40.831519,-73.982927,3,62,Bada Story,3.5
"200 5th AveNew York, NY 10010",Italian,40.742165,-73.989894,3,49,Baita At La Birreria,3.5
"126 Lexington AveManhattan, NY 10016",Pizza,40.742984, -73.98253},3,6,BambinoåäÌİå»s Pizzeria,3.5
"320 Bergen BlvdFairview, NJ 07022",Korean,40.82042,-74.000034,3,7,Bang Family Restaurant,3.5
"350 W 50th StNew York, NY 10019","Korean,Barbeque",40.762827,-73.987859,3,468,Bann Restaurant,3.5
"1900 BroadwayNew York, NY 10023","French,WineBars",40.771844,-73.98188,3,663,Bar Boulud,3.5
"768 Madison AveManhattan, NY 10065",Italian,40.76795,-73.968587,3,85,Bar Italia Madison,3.5
"843 Lexington AveNew York, NY 10065",Italian,40.765392,-73.965559,3,65,Barbaresco Restaurant,3.5
"321 W 46th StNew York, NY 10036","Italian,American(New)",40.760403,-73.988948,3,152,Barbetta,3.5
"219 State Rt 3 ESecaucus, NJ 07094","Italian,WineBars",40.791282,-74.054877,3,78,BareliåäÌİå»s,4
"270 Kingston AveBrooklyn, NY 11213","Kosher,WineBars,Pizza",40.670269,-73.942375,3,167,Basil,3.5
"255 Smith StBrooklyn, NY 11231",American(New),40.68312,-73.992658,3,268,Battersby,4
"77 Battery PlNew York, NY 10280","Coffee&Tea,Grocery,Gluten-Free",40.707183,-74.017051,3,46,Battery Place Market,3.5
"151 Atlantic AveBrooklyn, NY 11201","American(New),French,WineBars",40.690649,-73.99502,3,56,Beasts & Bottles,4
"225 Liberty StNew York, NY 10281",French,40.711983,-74.015265,3,145,Beaubourg,2.5
"8 W 58th StNew York, NY 10019","American(New),Lounges",40.763996,-73.974384,3,125,Beautique,3
"967 Lexington AveNew York, NY 10021",Italian,40.769218,-73.962822,3,163,Bella Blu,3.5
"255 5th AveNew York, NY 10016","Steakhouses,WineBars,Seafood",40.744891,-73.986877,3,239,Ben & JackåäÌİå»s Steakhouse,3.5
"339-A 2nd StBrooklyn, NY 11215","Steakhouses,American(New)",40.673888,-73.983015,3,381,Benchmark,3.5
"60 W 55th StNew York, NY 10019","French,WineBars",40.762564,-73.977281,3,312,Benoit,3.5
"1384 1st AveNew York, NY 10021",Sandwiches,40.768871,-73.954775,3,5,Best Health Gourmet Deli,4
"1314 Washington StHoboken, NJ 07030","WineBars,Italian",40.75302,-74.026465,3,348,Bin 14,3.5
"225 Columbus AveNew York, NY 10023",French,40.776209,-73.979267,3,187,Bistro Cassis Restaurant,3.5
"747 Franklin AveBrooklyn, NY 11238","WineBars,American(New),Breakfast&Brunch",40.673027,-73.956828,3,30,BKW By Brooklyn Winery,5
"22 Battery PlNew York, NY 10004","Cuban,American(Traditional),CocktailBars",40.704476,-74.017437,3,43,Blacktail,4.5
"139 Duane StNew York, NY 10013",Austrian,40.716507,-74.007624,3,255,Blaue Gans,4
